1	5 
2	7 
3	8 
4	5 
5	5 
6	6 
7	4 
8	6 
9	2 
10	4 
11	5 
12	4 
13	6 
14	4 
15	7 
16	4 
17	7 
18	2 
19	6 
20	4 
21	7 
22	8 
23	8 
24	4 
25	6 
26	6 
27	3 
28	6 
29	5 
30	8 
31	7 
32	6 
33	5 
34	1 
35	5 
36	1 
37	8 
38	1 
39	2 
40	6 
41	8 
42	6 
43	9 
44	7 
45	6 
46	6 
47	9 
48	1 
49	4 
50	4 
51	9 
52	6 
53	4 
54	1 
55	6 
56	4 
57	8 
58	6 
59	7 
60	3 
61	6 
62	5 
63	9 
64	6 
65	8 
66	2 
67	9 
68	1 
69	9 
70	4 
71	5 
72	8 
73	7 
74	4 
75	7 
76	2 
77	3 
78	2 
79	9 
80	8 
81	5 
82	8 
83	5 
84	6 
85	6 
86	8 
87	7 
88	5 
89	4 
90	5 
91	1 
92	2 
93	5 
94	2 
95	6 
96	2 
97	4 
98	2 
99	2 
100	7 
101	2 
102	4 
103	6 
104	6 
105	5 
106	2 
107	4 
108	8 
109	3 
110	6 
111	5 
112	5 
113	6 
114	2 
115	4 
116	6 
117	8 
118	5 
119	4 
120	4 
121	4 
122	2 
123	5 
124	5 
125	5 
126	5 
127	2 
128	4 
129	7 
130	1 
131	6 
132	1 
133	7 
134	4 
135	1 
136	9 
137	8 
138	6 
139	6 
140	7 
141	9 
142	8 
143	6 
144	1 
145	4 
146	1 
147	4 
148	8 
149	3 
150	7 
151	4 
152	2 
153	6 
154	1 
155	1 
156	1 
157	1 
158	6 
159	8 
160	5 
161	6 
162	3 
163	5 
164	8 
165	9 
166	9 
167	8 
168	4 
169	4 
170	9 
171	8 
172	3 
173	4 
174	1 
175	2 
176	4 
177	2 
178	9 
179	8 
180	4 
181	8 
182	8 
183	2 
184	5 
185	8 
186	3 
187	4 
188	9 
189	4 
190	1 
191	6 
192	4 
193	6 
194	3 
195	2 
196	4 
197	6 
198	6 
199	2 
200	7 
201	1 
202	7 
203	3 
204	9 
205	9 
206	8 
207	4 
208	8 
209	3 
210	4 
211	2 
212	7 
213	5 
214	2 
215	5 
216	4 
217	6 
218	3 
219	7 
220	3 
221	8 
222	1 
223	4 
224	3 
225	6 
226	2 
227	4 
228	1 
229	4 
230	4 
231	5 
232	8 
233	9 
234	2 
235	9 
236	4 
237	1 
238	3 
239	6 
240	6 
241	8 
242	6 
243	1 
244	1 
245	5 
246	7 
247	2 
248	7 
249	2 
250	2 
251	1 
252	8 
253	7 
254	3 
255	6 
256	8 
257	4 
258	5 
259	5 
260	7 
261	6 
262	7 
263	1 
264	5 
265	6 
266	4 
267	3 
268	1 
269	9 
270	2 
271	4 
272	5 
273	5 
274	6 
275	1 
276	1 
277	2 
278	7 
279	3 
280	7 
281	4 
282	3 
283	5 
284	8 
285	3 
286	9 
287	6 
288	1 
289	3 
290	7 
291	5 
292	1 
293	8 
294	6 
295	6 
296	8 
297	1 
298	6 
299	7 
300	3 
301	4 
302	1 
303	5 
304	8 
305	8 
306	5 
307	9 
308	2 
309	9 
310	7 
311	7 
312	9 
313	1 
314	8 
315	4 
316	7 
317	3 
318	9 
319	3 
320	2 
321	7 
322	5 
323	8 
324	7 
325	6 
326	5 
327	1 
328	5 
329	7 
330	5 
331	7 
332	4 
333	6 
334	6 
335	2 
336	6 
337	7 
338	1 
339	6 
340	8 
341	4 
342	2 
343	5 
344	7 
345	9 
346	6 
347	6 
348	4 
349	8 
350	6 
351	5 
352	7 
353	8 
354	8 
355	2 
356	4 
357	1 
358	5 
359	5 
360	4 
361	4 
362	4 
363	4 
364	9 
365	4 
366	1 
367	8 
368	1 
369	8 
370	3 
371	2 
372	5 
373	8 
374	4 
375	1 
376	2 
377	1 
378	5 
379	8 
380	6 
381	6 
382	6 
383	1 
384	5 
385	8 
386	6 
387	1 
388	8 
389	5 
390	5 
391	3 
392	5 
393	5 
394	8 
395	9 
396	8 
397	9 
398	4 
399	3 
400	8 
401	6 
402	6 
403	2 
404	5 
405	6 
406	6 
407	4 
408	1 
409	9 
410	5 
411	5 
412	4 
413	6 
414	5 
415	8 
416	9 
417	4 
418	2 
419	4 
420	6 
421	1 
422	6 
423	7 
424	6 
425	6 
426	7 
427	7 
428	5 
429	9 
430	2 
431	7 
432	9 
433	4 
434	9 
435	4 
436	6 
437	3 
438	6 
439	6 
440	1 
441	9 
442	4 
443	6 
444	2 
445	6 
446	9 
447	4 
448	1 
449	8 
450	8 
451	5 
452	3 
453	6 
454	1 
455	4 
456	8 
457	1 
458	5 
459	9 
460	6 
461	3 
462	6 
463	7 
464	8 
465	6 
466	2 
467	1 
468	1 
469	6 
470	6 
471	5 
472	8 
473	2 
474	8 
475	1 
476	6 
477	7 
478	8 
479	8 
480	9 
481	9 
482	1 
483	8 
484	1 
485	3 
486	2 
487	1 
488	9 
489	1 
490	1 
491	9 
492	6 
493	6 
494	3 
495	8 
496	5 
497	5 
498	9 
499	7 
500	7 
501	5 
502	1 
503	5 
504	1 
505	4 
506	1 
507	2 
508	2 
509	5 
510	8 
511	4 
512	3 
513	3 
514	3 
515	6 
516	2 
517	1 
518	8 
519	6 
520	4 
521	9 
522	4 
523	3 
524	5 
525	3 
526	1 
527	9 
528	1 
529	6 
530	7 
531	9 
532	6 
533	1 
534	3 
535	5 
536	9 
537	6 
538	3 
539	6 
540	6 
541	2 
542	2 
543	2 
544	1 
