1	6 
2	5 
3	3 
4	1 
5	2 
6	8 
7	2 
8	4 
9	9 
10	4 
11	9 
12	1 
13	6 
14	5 
15	5 
16	5 
17	5 
18	9 
19	7 
20	5 
21	8 
22	5 
23	9 
24	5 
25	8 
26	6 
27	7 
28	2 
29	6 
30	2 
31	8 
32	9 
33	2 
34	1 
35	9 
36	1 
37	5 
38	2 
39	9 
40	8 
41	6 
42	4 
43	9 
44	7 
45	5 
46	1 
47	6 
48	7 
49	8 
50	6 
51	5 
52	2 
53	6 
54	7 
55	4 
56	2 
57	5 
58	8 
59	4 
60	1 
61	1 
62	6 
63	5 
64	2 
65	7 
66	2 
67	6 
68	5 
69	2 
70	6 
71	1 
72	2 
73	5 
74	4 
75	2 
76	7 
77	9 
78	7 
79	5 
80	5 
81	9 
82	7 
83	5 
84	6 
85	3 
86	5 
87	8 
88	5 
89	9 
90	5 
91	3 
92	9 
93	6 
94	6 
95	5 
96	1 
97	5 
98	8 
99	5 
100	9 
101	5 
102	7 
103	5 
104	5 
105	9 
106	8 
107	5 
108	8 
109	4 
110	5 
111	1 
112	3 
113	4 
114	1 
115	5 
116	1 
117	9 
118	5 
119	4 
120	5 
121	4 
122	1 
123	6 
124	1 
125	7 
126	3 
127	2 
128	1 
129	6 
130	5 
131	1 
132	5 
133	6 
134	1 
135	7 
136	4 
137	1 
138	3 
139	2 
140	1 
141	1 
142	7 
143	4 
144	2 
145	4 
146	8 
147	6 
148	1 
149	1 
150	9 
151	5 
152	2 
153	1 
154	4 
155	4 
156	5 
157	5 
158	1 
159	6 
160	4 
161	5 
162	4 
163	2 
164	3 
165	3 
166	9 
167	4 
168	3 
169	5 
170	4 
171	3 
172	2 
173	1 
174	6 
175	6 
176	5 
177	6 
178	7 
179	4 
180	9 
181	3 
182	9 
183	5 
184	4 
185	5 
186	1 
187	5 
188	5 
189	1 
190	1 
191	1 
192	4 
193	5 
194	9 
195	1 
196	1 
197	2 
198	3 
199	5 
200	3 
201	2 
202	4 
203	7 
204	5 
205	2 
206	5 
207	3 
208	9 
209	6 
210	4 
211	6 
212	6 
213	1 
214	1 
215	2 
216	3 
217	6 
218	6 
219	6 
220	5 
221	9 
222	8 
223	7 
224	5 
225	5 
226	2 
227	1 
228	3 
229	2 
230	4 
231	1 
232	4 
233	8 
234	9 
235	3 
236	9 
237	1 
238	9 
239	7 
240	1 
241	5 
242	9 
243	5 
244	5 
245	8 
246	7 
247	1 
248	5 
249	3 
250	9 
251	7 
252	7 
253	9 
254	7 
255	2 
256	4 
257	3 
258	1 
259	2 
260	5 
261	5 
262	7 
263	5 
264	5 
265	1 
266	2 
267	2 
268	2 
269	4 
270	4 
271	4 
272	9 
273	2 
274	7 
275	1 
276	8 
277	7 
278	3 
279	3 
280	2 
281	6 
282	6 
283	9 
284	5 
285	5 
286	4 
287	2 
288	1 
289	2 
290	1 
291	1 
292	1 
293	8 
294	3 
295	2 
296	9 
297	3 
298	4 
299	5 
300	7 
301	6 
302	6 
303	7 
304	1 
305	9 
306	9 
307	4 
308	3 
309	8 
310	7 
311	9 
312	1 
313	9 
314	9 
315	4 
316	2 
317	2 
318	1 
319	9 
320	5 
321	5 
322	4 
323	9 
324	1 
325	2 
326	3 
327	2 
328	1 
329	5 
330	2 
331	2 
332	1 
333	2 
334	5 
335	1 
336	6 
337	9 
338	6 
339	1 
340	1 
341	3 
342	9 
343	9 
344	8 
345	1 
346	6 
347	1 
348	2 
349	4 
350	1 
351	5 
352	1 
353	8 
354	4 
355	7 
356	5 
357	2 
358	9 
359	5 
360	2 
361	5 
362	5 
363	8 
364	6 
365	9 
366	2 
367	4 
368	7 
369	9 
370	6 
371	2 
372	5 
373	8 
374	1 
375	4 
376	8 
377	1 
378	8 
379	6 
380	5 
381	2 
382	4 
383	5 
384	8 
385	4 
386	2 
387	9 
388	8 
389	9 
390	1 
391	4 
392	1 
393	1 
394	9 
395	5 
396	4 
397	7 
398	5 
399	2 
400	5 
401	4 
402	4 
403	6 
404	2 
405	4 
406	2 
407	5 
408	4 
409	5 
410	6 
411	2 
412	1 
413	2 
414	1 
415	2 
416	2 
417	4 
418	3 
419	1 
420	9 
421	8 
422	2 
423	9 
424	5 
425	5 
426	5 
427	1 
428	9 
429	9 
430	2 
431	5 
432	1 
433	9 
434	1 
435	5 
436	2 
437	9 
438	6 
439	5 
440	4 
441	4 
442	2 
443	2 
444	1 
445	5 
446	1 
447	1 
448	2 
449	2 
450	8 
451	9 
452	4 
453	5 
454	9 
455	4 
456	1 
457	1 
458	3 
459	1 
460	1 
461	2 
462	3 
463	6 
464	8 
465	9 
466	1 
467	4 
468	5 
469	3 
470	5 
471	4 
472	4 
473	7 
474	4 
475	8 
476	5 
477	4 
478	7 
479	9 
480	7 
481	1 
482	9 
483	3 
484	3 
